respondent_id,data_resposta,om,posto_graduacao,vinculo,escolaridade,s1_estado_civil,s1_familia_mesma_cidade,s1_q3_concilia_trabalho_familia,s1_q4_familia_apoia,s1_q5_cidade_boas_condicoes,s1_ativ_fisica_freq_semana,s1_q7_tempo_descanso,s1_q8_dorme_bem,s1_q9_rotina_ativ_fisica_satisfatoria,s1_nota_qualidade_vida,s1_nota_qualidade_vida_justificativa,s1_nota_equilibrio_trabalho_vida,s1_nota_equilibrio_trabalho_vida_justificativa,s1_nota_bemestar_fisico,s1_nota_bemestar_fisico_justificativa,s1_nota_bemestar_emocional,s1_nota_bemestar_emocional_justificativa,s1_q14_fe_forca_equilibrio,s1_q15_vive_religiao_sem_constrangimento,s1_q16_om_respeita_liberdade_religiosa,s1_comentario,s2_nota_sabor_rancho,s2_nota_sabor_rancho_justificativa,s2_nota_variedade_cardapio,s2_nota_variedade_cardapio_justificativa,s2_nota_quantidade_comida,s2_nota_quantidade_comida_justificativa,s2_nota_limpeza_rancho,s2_nota_limpeza_rancho_justificativa,s2_q5_local_boas_condicoes,s2_q6_alojamento_limpo,s2_q7_alojamento_boas_condicoes,s2_q8_banheiros_boas_condicoes,s2_q9_materiais_equipamentos,s2_q10_carga_trabalho_adequada,s2_q11_funcoes_claras,s2_equipamentos_texto,s2_q13_superiores_reconhecem,s2_q14_bom_relacionamento_colegas,s2_q15_superiores_orientam_apoiam,s2_q16_oportunidades_cursos,s2_q17_chances_crescer_carreira,s2_nota_orgulho_om,s2_nota_orgulho_om_justificativa,s2_melhoria_texto,s3_q1_energia_disposicao_freq,s3_q2_sobrecarregado_freq,s3_q3_dificuldade_relaxar_freq,s3_q4_dormiu_mal_freq,s3_q5_irritado_freq,s3_q6_lidou_bem_dificuldades_freq,s3_q7_apoiado_colegas_chefes_freq,s3_q8_sabe_recorrer_apoio,s3_q9_seguro_buscar_apoio_sem_discriminacao,s3_q10_equilibrio_emocional_bom,s3_fusex_usuario,s3_fusex_q11_atendimento_qualidade,s3_fusex_q12_atende_necessidades,s3_fusex_q13_facilidade_uso,s3_apostas_q14_costuma_apostar,s3_apostas_q15_aumentou_freq_valor,s3_apostas_q16_prejuizo_financeiro,s3_apostas_q17_afetou_trabalho,s3_apostas_q18_quis_parar_dificuldade,s3_comentario,s4_moradia,s4_deslocamento_tempo,s4_q3_soldo_compativel,s4_q4_renda_suficiente,s4_q5_consegue_guardar_dinheiro,s4_q6_moradia_adequada,s4_q7_deslocamento_razoavel,s4_q8_seguranca_financeira_futuro,s4_q9_financas_nao_afetam_desempenho,s4_nota_situacao_financeira,s4_nota_situacao_financeira_justificativa,s4_avaliacao_geral_financeira,s4_comentario,s5_q1_hierarquia_com_respeito,s5_q2_tratamento_igualdade,s5_q3_regras_iguais_para_todos,s5_q4_info_clara_a_tempo,s5_q5_avontade_falar_chefia,s5_q6_decisoes_explicadas_clareza,s5_q7_recebe_feedback,s5_q8_reunioes_objetivas,s5_q9_tempo_reunioes_formaturas_ok,s5_q10_planejamento_com_antecedencia,s5_q11_escalas_justas,s5_q12_avisado_mudancas_antecedencia,s5_q13_rotina_previsivel,s5_sugestao_texto,s6_nota_clima_geral,s6_nota_clima_geral_justificativa
120,2026-08-21,3º R C Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Superior Incompleto (faculdade em andamento),"Solteiro(a), sem filhos","Sim, mora comigo",3,3,4,3 a 4 vezes,4,2,2,5,Minha qualidade de vida é razoável.,4,Quase não sobra tempo pra família.,6,Poderia cuidar melhor do corpo.,8,Estou tranquilo e equilibrado.,4,2,3,Gostaria de mais apoio para militares com família longe.,6,"Alguns dias está boa, outros nem tanto.",4,Falta variedade nas saladas e legumes.,5,A quantidade é suficiente na maioria dos dias.,6,"No geral está limpo, com algumas exceções.",2,2,1,3,2,3,3,Falta material de instrução em bom estado.,2,4,4,2,2,7,"Depende do dia, mas no geral é ok.",Melhorar a comunicação entre os setores.,3,4,4,3,4,3,4,3,2,4,Não,,,,2,2,1,1,1,Falta divulgar melhor onde buscar ajuda.,Alojamento na OM,De 15 a 30 minutos,2,1,1,3,2,1,4,5,Consigo me organizar razoavelmente.,Estável / equilibrada,O soldo não acompanha a inflação.,3,4,4,3,2,2,4,3,3,3,4,4,4,Avisar as escalas com mais antecedência.,6,Tem pontos bons e outros a melhorar.
121,2026-08-16,2ª Bia AAAe,Cabo,Temporário,Ensino Superior Incompleto (faculdade em andamento),"Casado(a) / união estável, sem filhos","Sim, mora comigo",4,4,4,3 a 4 vezes,2,2,2,7,Minha qualidade de vida é razoável.,6,Depende muito da semana.,6,"Minha saúde física está ok, nada grave.",4,Minha cabeça anda muito cheia.,4,2,3,Nada a acrescentar.,5,"Alguns dias está boa, outros nem tanto.",4,Repete muito o cardápio na mesma semana.,6,A quantidade é suficiente na maioria dos dias.,5,"A limpeza é razoável, mas podia melhorar.",1,3,2,3,4,2,2,Falta material de instrução em bom estado.,2,4,3,3,1,8,Tenho muito orgulho de pertencer a esta OM.,Melhorar a comunicação entre os setores.,4,4,3,2,1,4,4,3,3,4,Não,,,,2,1,1,1,1,Nada a declarar.,Imóvel alugado por conta própria,De 15 a 30 minutos,1,3,2,3,2,1,3,4,O soldo não fecha com as contas.,"Apertada, mas sob controle",Nada a acrescentar.,3,4,3,3,2,3,4,2,3,3,3,3,1,Melhorar o mural de avisos.,6,"No geral, é razoável."
122,2026-08-18,QG 3ª Bda C Mec,3º Sargento,De Carreira,Ensino Médio Completo / Técnico,"Casado(a) / união estável, com filhos",Mora em outra cidade (longe de mim),3,3,3,5 vezes ou mais,1,4,3,6,Minha qualidade de vida é razoável.,6,"Consigo equilibrar às vezes, mas nem sempre.",8,Me sinto bem fisicamente.,4,Ando estressado e ansioso.,3,4,4,Nada a acrescentar.,3,Falta tempero na maioria dos pratos.,4,Falta variedade nas saladas e legumes.,5,A quantidade é suficiente na maioria dos dias.,7,"A limpeza é razoável, mas podia melhorar.",3,3,3,2,3,2,3,"Sim, tenho tudo que preciso.",1,2,3,3,2,9,Tenho muito orgulho de pertencer a esta OM.,Reduzir a burocracia interna.,2,3,2,2,4,3,4,3,2,2,Sim,2.0,3.0,2.0,1,1,2,1,1,Nada a declarar.,Imóvel próprio,De 15 a 30 minutos,2,3,1,2,3,3,2,5,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",Sem comentários adicionais.,3,2,3,3,2,3,3,3,2,2,3,3,1,"Manter como está, funciona bem.",7,Tem pontos bons e outros a melhorar.
123,2026-08-13,7º R C Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos","Sim, mora comigo",4,4,3,Nenhuma vez,2,3,3,6,Minha qualidade de vida é razoável.,4,Quase não sobra tempo pra família.,5,Poderia cuidar melhor do corpo.,8,Estou tranquilo e equilibrado.,3,2,4,Nada a acrescentar.,6,"O sabor é ok, mas podia melhorar.",5,"Varia um pouco, mas podia ter mais opções.",8,Nunca fico com fome depois do rancho.,6,"No geral está limpo, com algumas exceções.",4,3,3,4,3,3,3,"Sim, o material é suficiente para o dia a dia.",3,4,2,4,3,9,Tenho muito orgulho de pertencer a esta OM.,Reduzir a burocracia interna.,4,5,3,1,4,5,1,2,2,2,Não,,,,1,2,1,2,1,Nada a declarar.,Imóvel alugado por conta própria,De 15 a 30 minutos,1,2,3,2,3,2,3,5,Consigo me organizar razoavelmente.,Estável / equilibrada,Nada a acrescentar.,2,4,4,2,4,3,3,1,2,4,3,2,3,Fazer reuniões mais curtas e objetivas.,5,Tem pontos bons e outros a melhorar.
124,2026-08-15,2ª Bia AAAe,1º Tenente,De Carreira,Ensino Superior Incompleto (faculdade em andamento),"Casado(a) / união estável, com filhos","Sim, mora comigo",4,3,4,Nenhuma vez,2,3,3,7,Minha qualidade de vida é razoável.,5,"Consigo equilibrar às vezes, mas nem sempre.",7,"Minha saúde física está ok, nada grave.",6,Tenho dias melhores e outros piores.,4,3,4,Gostaria de mais apoio para militares com família longe.,6,"Alguns dias está boa, outros nem tanto.",6,"Varia um pouco, mas podia ter mais opções.",8,A quantidade servida é boa e dá pra repetir.,1,As mesas nem sempre estão limpas.,3,4,2,4,2,3,2,"Sim, tenho tudo que preciso.",3,3,3,3,4,8,Tenho muito orgulho de pertencer a esta OM.,Reduzir a burocracia interna.,3,4,2,3,1,1,4,3,2,2,Sim,1.0,3.0,3.0,1,1,1,1,2,Nada a declarar.,Próprio Nacional Residencial (PNR),Até 15 minutos,4,2,1,2,3,4,2,5,Consigo me organizar razoavelmente.,Confortável,O soldo não acompanha a inflação.,3,4,2,2,3,3,4,2,2,3,2,3,3,Melhorar o mural de avisos.,4,Precisa melhorar bastante.
125,2026-08-13,7º R C Mec,Capitão,De Carreira,Doutorado,"Casado(a) / união estável, sem filhos","Sim, mora comigo",4,3,3,3 a 4 vezes,1,1,1,7,Tem dias bons e dias ruins.,5,Depende muito da semana.,6,Poderia cuidar melhor do corpo.,5,Emocionalmente estou razoável.,4,2,3,Nada a acrescentar.,3,O tempero está sempre muito fraco.,4,"É sempre arroz, feijão e a mesma carne.",6,"Às vezes é pouco, mas geralmente dá.",5,"No geral está limpo, com algumas exceções.",3,2,3,2,2,3,2,Falta material de instrução em bom estado.,3,3,3,4,4,8,Sinto-me honrado em servir aqui.,Mais oportunidades de curso.,2,4,1,1,3,3,2,2,4,3,Não,,,,1,1,1,2,1,Seria bom ter mais palestras sobre saúde mental.,Próprio Nacional Residencial (PNR),Mais de 60 minutos,2,1,1,2,1,3,2,6,Consigo me organizar razoavelmente.,Estável / equilibrada,Gostaria de mais clareza sobre os descontos no contracheque.,4,3,3,2,3,2,3,3,2,3,1,2,2,"Manter como está, funciona bem.",6,"No geral, é razoável."
126,2026-08-19,3º R C Mec,Soldado (Efetivo Variável – EV / Recruta),Temporário,Ensino Médio Incompleto,"Solteiro(a), sem filhos",Mora em outra cidade (longe de mim),3,4,4,5 vezes ou mais,3,2,3,7,Minha qualidade de vida é razoável.,5,Depende muito da semana.,7,Poderia cuidar melhor do corpo.,7,Emocionalmente estou razoável.,3,3,4,Sem observações relevantes.,7,"O sabor é ok, mas podia melhorar.",2,Falta variedade nas saladas e legumes.,6,A quantidade é suficiente na maioria dos dias.,3,Falta higiene na hora de servir.,1,3,3,2,3,1,2,Faltam viaturas disponíveis para treinar.,2,3,2,1,2,7,Tenho um orgulho moderado da OM.,Melhorar as condições do alojamento.,3,3,5,1,1,3,3,4,2,4,Não,,,,1,2,1,1,2,Falta divulgar melhor onde buscar ajuda.,Alojamento na OM,De 30 a 60 minutos,2,2,3,2,1,3,3,7,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",Sem comentários adicionais.,3,3,3,2,3,1,2,3,3,1,4,2,2,"Manter como está, funciona bem.",6,"No geral, é razoável."
127,2026-08-21,3º B Log,2º Sargento,De Carreira,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos","Sim, mora comigo",2,4,3,5 vezes ou mais,3,2,3,5,Tem dias bons e dias ruins.,6,"Consigo equilibrar às vezes, mas nem sempre.",7,Poderia cuidar melhor do corpo.,7,Emocionalmente estou razoável.,4,2,4,Poderiam ajudar mais quem tem filhos pequenos.,4,A comida chega fria e sem sabor.,6,De vez em quando tem prato diferente.,7,A quantidade é suficiente na maioria dos dias.,5,"No geral está limpo, com algumas exceções.",3,4,1,1,2,2,2,"Sim, tenho tudo que preciso.",3,4,2,3,2,7,Tenho um orgulho moderado da OM.,Mais oportunidades de curso.,4,3,3,3,3,3,2,1,4,4,Sim,4.0,3.0,2.0,2,1,2,1,1,Seria bom ter mais palestras sobre saúde mental.,Próprio Nacional Residencial (PNR),De 30 a 60 minutos,1,2,2,3,4,2,3,3,O soldo não fecha com as contas.,"Apertada, mas sob controle",Gostaria de mais clareza sobre os descontos no contracheque.,2,3,3,2,3,1,1,2,2,2,1,2,3,Avisar as escalas com mais antecedência.,7,"No geral, é razoável."
128,2026-08-11,13ª Cia Com Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Fundamental Completo,"Casado(a) / união estável, sem filhos",Mora em outra cidade (longe de mim),1,4,3,3 a 4 vezes,4,2,3,3,A rotina no quartel é muito puxada.,4,O serviço toma quase todo o meu tempo.,7,Poderia cuidar melhor do corpo.,4,Tenho me sentido para baixo ultimamente.,4,4,3,Nada a acrescentar.,4,O tempero está sempre muito fraco.,5,"Varia um pouco, mas podia ter mais opções.",5,"Às vezes é pouco, mas geralmente dá.",4,O rancho precisa de mais limpeza.,3,2,2,1,2,3,4,"Sim, o material é suficiente para o dia a dia.",3,4,2,2,3,6,"Depende do dia, mas no geral é ok.",Reduzir a burocracia interna.,2,4,3,3,2,4,5,1,3,1,Não,,,,1,1,1,1,1,Sem comentários adicionais.,Imóvel alugado por conta própria,De 30 a 60 minutos,1,3,2,4,4,3,2,3,Situação financeira apertada este mês.,Confortável,O soldo não acompanha a inflação.,4,3,3,4,2,3,2,3,2,2,2,3,4,Avisar as escalas com mais antecedência.,8,Estou satisfeito com o clima da OM.
129,2026-08-15,7º R C Mec,Soldado (Efetivo Variável – EV / Recruta),Temporário,Ensino Médio Completo / Técnico,"Casado(a) / união estável, com filhos","Sim, mora comigo",2,3,3,Nenhuma vez,3,2,4,8,Consigo equilibrar bem minha vida.,8,Consigo separar bem o trabalho da vida pessoal.,6,Poderia cuidar melhor do corpo.,7,Emocionalmente estou razoável.,4,3,3,Gostaria de mais apoio para militares com família longe.,3,A comida é sem sal e sem gosto.,4,Falta variedade nas saladas e legumes.,7,"Às vezes é pouco, mas geralmente dá.",5,"No geral está limpo, com algumas exceções.",3,3,2,2,3,1,4,Falta material de instrução em bom estado.,2,3,3,2,2,7,"Depende do dia, mas no geral é ok.",Mais oportunidades de curso.,3,4,3,2,2,4,3,3,2,2,Não,,,,2,1,1,1,1,Nada a declarar.,Moradia cedida / com familiares,De 15 a 30 minutos,3,2,2,3,2,3,4,1,Situação financeira apertada este mês.,Estável / equilibrada,Sem comentários adicionais.,2,3,2,2,4,2,2,2,3,2,3,4,3,Fazer reuniões mais curtas e objetivas.,7,"No geral, é razoável."
130,2026-08-19,Esqd Cmdo,Cabo,Temporário,Ensino Médio Completo / Técnico,"Casado(a) / união estável, com filhos","Sim, mora comigo",3,3,2,1 a 2 vezes,2,4,2,6,Tem dias bons e dias ruins.,4,Quase não sobra tempo pra família.,4,Estou fisicamente desgastado.,6,Emocionalmente estou razoável.,3,3,4,Nada a acrescentar.,3,A comida chega fria e sem sabor.,2,Falta variedade nas saladas e legumes.,5,A quantidade é suficiente na maioria dos dias.,4,As mesas nem sempre estão limpas.,2,3,2,3,3,2,2,O material é antigo e precisa de manutenção.,1,4,4,3,2,9,Tenho muito orgulho de pertencer a esta OM.,Melhorar a comunicação entre os setores.,4,3,1,2,3,4,3,3,3,4,Não,,,,4,2,1,2,1,Nada a declarar.,Moradia cedida / com familiares,Mais de 60 minutos,1,3,2,2,3,3,4,5,"Dá para pagar as contas, mas sem sobra.","Apertada, mas sob controle",Gostaria de mais clareza sobre os descontos no contracheque.,2,2,3,2,4,2,1,2,4,4,2,3,2,Melhorar o mural de avisos.,5,"No geral, é razoável."
131,2026-08-12,25º GAC,Soldado (Efetivo Variável – EV / Recruta),Temporário,Ensino Médio Incompleto,"Casado(a) / união estável, com filhos","Sim, mora comigo",3,3,4,5 vezes ou mais,2,2,1,5,Minha qualidade de vida é razoável.,5,Depende muito da semana.,5,Poderia cuidar melhor do corpo.,7,Emocionalmente estou razoável.,3,3,2,Gostaria de mais apoio para militares com família longe.,5,"A comida é razoável, dá pra comer.",3,Repete muito o cardápio na mesma semana.,4,A quantidade servida é pouca.,5,"A limpeza é razoável, mas podia melhorar.",2,2,2,2,3,2,3,Falta material de instrução em bom estado.,3,3,3,2,2,6,Tenho um orgulho moderado da OM.,Melhorar o rancho.,4,3,2,3,2,3,2,3,3,2,Não,,,,1,1,1,1,1,Sem comentários adicionais.,Moradia cedida / com familiares,De 15 a 30 minutos,1,1,1,2,2,4,3,5,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",Nada a acrescentar.,3,3,3,3,3,3,3,3,3,2,1,1,2,Melhorar o mural de avisos.,6,"No geral, é razoável."
132,2026-08-16,25º GAC,2º Tenente,De Carreira,Ensino Superior Completo (Graduação),"Casado(a) / união estável, com filhos","Sim, mora comigo",3,1,3,3 a 4 vezes,3,3,2,8,Consigo equilibrar bem minha vida.,6,"Consigo equilibrar às vezes, mas nem sempre.",4,Estou fisicamente desgastado.,9,Me sinto emocionalmente bem.,4,3,3,Gostaria de mais apoio para militares com família longe.,5,"O sabor é ok, mas podia melhorar.",7,De vez em quando tem prato diferente.,6,"Às vezes é pouco, mas geralmente dá.",4,As mesas nem sempre estão limpas.,1,2,1,1,1,3,3,"Sim, tenho tudo que preciso.",4,3,4,2,3,4,Não sinto muito orgulho de estar aqui.,Mais reconhecimento pelo trabalho realizado.,5,3,2,4,3,4,3,3,2,1,Sim,3.0,3.0,3.0,1,1,2,1,1,Sem comentários adicionais.,Próprio Nacional Residencial (PNR),De 15 a 30 minutos,1,3,2,2,4,3,3,6,Consigo me organizar razoavelmente.,Estável / equilibrada,Sem comentários adicionais.,1,3,4,4,2,1,3,3,3,4,1,4,2,Melhorar o mural de avisos.,7,Tem pontos bons e outros a melhorar.
133,2026-08-16,3ª Cia Eng Cmb Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos","Sim, mora comigo",3,4,2,3 a 4 vezes,4,2,2,8,Consigo equilibrar bem minha vida.,4,Quase não sobra tempo pra família.,7,"Minha saúde física está ok, nada grave.",8,Me sinto emocionalmente bem.,4,3,3,Nada a acrescentar.,4,O tempero está sempre muito fraco.,3,Repete muito o cardápio na mesma semana.,5,"Às vezes é pouco, mas geralmente dá.",3,Falta higiene na hora de servir.,3,2,3,3,4,2,2,"Sim, o material é suficiente para o dia a dia.",3,4,3,3,1,7,Tenho um orgulho moderado da OM.,Reduzir a burocracia interna.,5,2,4,1,2,3,5,3,3,2,Não,,,,1,3,1,1,3,Falta divulgar melhor onde buscar ajuda.,Alojamento na OM,De 15 a 30 minutos,2,2,1,1,3,3,3,2,O soldo não fecha com as contas.,Endividado(a) / com dificuldades,O soldo não acompanha a inflação.,4,4,4,2,2,2,1,4,3,2,1,3,3,Melhorar o mural de avisos.,6,"No geral, é razoável."
134,2026-08-18,QG 3ª Bda C Mec,1º Tenente,De Carreira,Pós-Graduação / Especialização,"Casado(a) / união estável, sem filhos","Sim, mora comigo",2,3,2,1 a 2 vezes,4,1,4,6,Minha qualidade de vida é razoável.,7,"Consigo equilibrar às vezes, mas nem sempre.",6,"Minha saúde física está ok, nada grave.",7,Emocionalmente estou razoável.,3,2,3,Sem observações relevantes.,5,"A comida é razoável, dá pra comer.",4,"É sempre arroz, feijão e a mesma carne.",3,A quantidade servida é pouca.,4,As mesas nem sempre estão limpas.,2,1,3,3,1,3,2,Falta fardamento e botas em número suficiente.,2,3,3,2,2,3,Não sinto muito orgulho de estar aqui.,Mais reconhecimento pelo trabalho realizado.,3,2,1,1,1,3,4,2,2,4,Sim,2.0,3.0,4.0,2,2,1,1,1,Seria bom ter mais palestras sobre saúde mental.,Imóvel alugado por conta própria,Até 15 minutos,1,2,2,2,2,2,4,6,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",Sem comentários adicionais.,3,2,3,2,3,3,1,2,3,3,4,4,3,Melhorar o mural de avisos.,5,"No geral, é razoável."
135,2026-08-17,9º RCB,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Completo / Técnico,"Casado(a) / união estável, sem filhos",Não se aplica,3,3,3,3 a 4 vezes,4,2,3,7,Minha qualidade de vida é razoável.,5,Depende muito da semana.,6,Poderia cuidar melhor do corpo.,7,Tenho dias melhores e outros piores.,3,4,2,Gostaria de mais apoio para militares com família longe.,5,"O sabor é ok, mas podia melhorar.",5,"Varia um pouco, mas podia ter mais opções.",6,"Às vezes é pouco, mas geralmente dá.",9,O rancho é sempre limpo e organizado.,1,3,1,2,2,3,3,Faltam viaturas disponíveis para treinar.,4,4,3,4,3,8,Tenho muito orgulho de pertencer a esta OM.,Melhorar as condições do alojamento.,5,3,2,3,2,4,4,3,3,4,Não,,,,2,1,1,1,1,Falta divulgar melhor onde buscar ajuda.,Moradia cedida / com familiares,De 15 a 30 minutos,1,3,2,3,4,4,2,1,Situação financeira apertada este mês.,Endividado(a) / com dificuldades,Sem comentários adicionais.,4,3,2,3,3,4,3,2,2,3,2,4,3,Melhorar o mural de avisos.,3,Precisa melhorar bastante.
136,2026-08-15,Esqd Cmdo,Cabo,Temporário,Ensino Superior Incompleto (faculdade em andamento),"Solteiro(a), sem filhos","Sim, mora comigo",3,4,2,3 a 4 vezes,3,3,1,8,Estou satisfeito com minha qualidade de vida.,4,O serviço toma quase todo o meu tempo.,6,Poderia cuidar melhor do corpo.,3,Minha cabeça anda muito cheia.,4,3,3,Sem observações relevantes.,3,O tempero está sempre muito fraco.,8,Gosto que muda bastante durante a semana.,5,"Às vezes é pouco, mas geralmente dá.",7,"A limpeza é razoável, mas podia melhorar.",4,3,3,3,3,2,3,"Sim, tenho tudo que preciso.",4,3,4,3,2,9,Tenho muito orgulho de pertencer a esta OM.,Melhorar o rancho.,3,3,2,2,1,2,3,4,3,4,Não,,,,1,1,1,2,1,Nada a declarar.,Moradia cedida / com familiares,De 30 a 60 minutos,2,2,1,3,2,3,3,4,Situação financeira apertada este mês.,Confortável,O soldo não acompanha a inflação.,4,3,2,2,4,2,2,4,2,2,2,3,3,Fazer reuniões mais curtas e objetivas.,7,Tem pontos bons e outros a melhorar.
137,2026-08-14,Esqd Cmdo,2º Tenente,De Carreira,Ensino Superior Completo (Graduação),"Solteiro(a), sem filhos",Mora em outra cidade (longe de mim),3,4,2,5 vezes ou mais,2,2,3,5,Minha qualidade de vida é razoável.,5,"Consigo equilibrar às vezes, mas nem sempre.",9,Me sinto bem fisicamente.,5,Emocionalmente estou razoável.,4,3,4,Gostaria de mais apoio para militares com família longe.,3,A comida é sem sal e sem gosto.,6,De vez em quando tem prato diferente.,6,"Às vezes é pouco, mas geralmente dá.",4,O rancho precisa de mais limpeza.,2,4,3,1,1,3,4,O material é antigo e precisa de manutenção.,4,3,1,3,1,7,Tenho um orgulho moderado da OM.,Mais oportunidades de curso.,4,3,2,2,3,3,3,2,2,4,Sim,4.0,2.0,3.0,1,1,1,1,1,Falta divulgar melhor onde buscar ajuda.,Imóvel próprio,Até 15 minutos,1,3,1,1,2,2,3,4,Estou endividado e preocupado.,"Apertada, mas sob controle",Nada a acrescentar.,3,3,2,2,1,3,2,3,1,2,3,2,3,Melhorar o mural de avisos.,6,Tem pontos bons e outros a melhorar.
138,2026-08-14,7º R C Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Completo / Técnico,"Solteiro(a), com filhos",Mora em outra cidade (longe de mim),2,3,2,Nenhuma vez,4,1,4,5,Tem dias bons e dias ruins.,9,Tenho tempo suficiente para minha família.,9,Tenho me exercitado e me sinto disposto.,8,Me sinto emocionalmente bem.,3,4,3,Gostaria de mais apoio para militares com família longe.,3,A comida é sem sal e sem gosto.,5,"Varia um pouco, mas podia ter mais opções.",6,A quantidade é suficiente na maioria dos dias.,2,O rancho precisa de mais limpeza.,3,4,2,3,2,2,3,"Sim, o material é suficiente para o dia a dia.",2,3,2,2,1,7,"Depende do dia, mas no geral é ok.",Mais oportunidades de curso.,2,4,3,2,3,4,3,3,2,3,Não,,,,2,1,1,1,1,Nada a declarar.,Alojamento na OM,De 15 a 30 minutos,3,1,2,4,4,3,2,4,Situação financeira apertada este mês.,Estável / equilibrada,Sem comentários adicionais.,3,3,2,3,2,1,1,4,2,3,1,2,3,Melhorar o mural de avisos.,7,"No geral, é razoável."
139,2026-08-11,3º R C Mec,1º Tenente,De Carreira,Ensino Superior Completo (Graduação),"Casado(a) / união estável, sem filhos","Sim, mora comigo",2,3,2,5 vezes ou mais,4,2,4,5,Tem dias bons e dias ruins.,8,Tenho tempo suficiente para minha família.,7,"Minha saúde física está ok, nada grave.",6,Emocionalmente estou razoável.,4,4,3,Poderiam ajudar mais quem tem filhos pequenos.,4,A comida chega fria e sem sabor.,3,Repete muito o cardápio na mesma semana.,7,A quantidade é suficiente na maioria dos dias.,3,O rancho precisa de mais limpeza.,3,1,3,3,3,3,2,"Sim, o material é suficiente para o dia a dia.",4,4,2,2,2,8,Sinto-me honrado em servir aqui.,Reduzir a burocracia interna.,3,4,2,2,2,3,2,3,2,3,Sim,3.0,3.0,2.0,2,1,1,1,1,Seria bom ter mais palestras sobre saúde mental.,Próprio Nacional Residencial (PNR),De 30 a 60 minutos,2,1,1,3,2,3,2,4,Situação financeira apertada este mês.,"Apertada, mas sob controle",Gostaria de mais clareza sobre os descontos no contracheque.,4,3,3,1,1,2,4,3,2,3,4,1,1,Avisar as escalas com mais antecedência.,5,Tem pontos bons e outros a melhorar.
140,2026-08-15,9º RCB,2º Sargento,De Carreira,Ensino Médio Completo / Técnico,"Casado(a) / união estável, com filhos","Sim, mora comigo",1,3,4,3 a 4 vezes,2,4,3,7,Minha qualidade de vida é razoável.,6,"Consigo equilibrar às vezes, mas nem sempre.",9,Tenho me exercitado e me sinto disposto.,4,Ando estressado e ansioso.,4,3,4,Poderiam ajudar mais quem tem filhos pequenos.,7,"O sabor é ok, mas podia melhorar.",4,Falta variedade nas saladas e legumes.,7,"Às vezes é pouco, mas geralmente dá.",6,"No geral está limpo, com algumas exceções.",2,2,3,3,3,2,4,Faltam viaturas disponíveis para treinar.,4,4,3,2,1,5,"Depende do dia, mas no geral é ok.",Melhorar as condições do alojamento.,3,4,4,4,2,4,2,3,2,2,Não,,,,1,1,3,1,2,Nada a declarar.,Imóvel alugado por conta própria,Mais de 60 minutos,2,1,3,4,1,2,2,5,Consigo me organizar razoavelmente.,Estável / equilibrada,Sem comentários adicionais.,3,4,3,3,3,1,2,3,3,2,2,4,2,Fazer reuniões mais curtas e objetivas.,5,Tem pontos bons e outros a melhorar.
141,2026-08-19,3º B Log,2º Sargento,De Carreira,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos",Não se aplica,4,4,3,3 a 4 vezes,4,4,3,8,Consigo equilibrar bem minha vida.,4,O serviço toma quase todo o meu tempo.,4,Ando com dores e cansaço físico.,7,Emocionalmente estou razoável.,4,3,3,Nada a acrescentar.,3,A comida é sem sal e sem gosto.,5,De vez em quando tem prato diferente.,7,A quantidade é suficiente na maioria dos dias.,5,"No geral está limpo, com algumas exceções.",2,2,3,3,3,2,3,Falta fardamento e botas em número suficiente.,3,2,4,2,3,8,Sinto-me honrado em servir aqui.,Melhorar as condições do alojamento.,4,2,3,3,4,3,2,3,1,4,Sim,2.0,1.0,2.0,1,2,1,2,2,Nada a declarar.,Imóvel alugado por conta própria,Até 15 minutos,2,1,4,2,2,1,2,2,Situação financeira apertada este mês.,Confortável,O soldo não acompanha a inflação.,2,3,3,3,3,3,2,2,4,2,3,2,2,Fazer reuniões mais curtas e objetivas.,7,"No geral, é razoável."
